Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2015","2015","100 g/ha","47282","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2016","2016","100 g/ha","33480","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2017","2017","100 g/ha","31221","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2018","2018","100 g/ha","32175","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2019","2019","100 g/ha","32657","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2020","2020","100 g/ha","33562","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01241.90","Other beans, green","2021","2021","100 g/ha","33849","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1961","1961","100 g/ha","65685","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1962","1962","100 g/ha","69112","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1963","1963","100 g/ha","57756","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1964","1964","100 g/ha","65009","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1965","1965","100 g/ha","70298","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1966","1966","100 g/ha","92496","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1967","1967","100 g/ha","67154","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1968","1968","100 g/ha","64866","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1969","1969","100 g/ha","68365","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1970","1970","100 g/ha","75404","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1971","1971","100 g/ha","64893","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1972","1972","100 g/ha","64356","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1973","1973","100 g/ha","32231","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1974","1974","100 g/ha","65335","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1975","1975","100 g/ha","69355","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1976","1976","100 g/ha","79268","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1977","1977","100 g/ha","73333","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1978","1978","100 g/ha","64972","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1979","1979","100 g/ha","51728","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1980","1980","100 g/ha","78307","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1981","1981","100 g/ha","56310","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1982","1982","100 g/ha","61543","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1983","1983","100 g/ha","66266","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1984","1984","100 g/ha","60632","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1985","1985","100 g/ha","69461","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1986","1986","100 g/ha","66456","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1987","1987","100 g/ha","79272","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1988","1988","100 g/ha","81726","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1989","1989","100 g/ha","50917","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1990","1990","100 g/ha","70747","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1991","1991","100 g/ha","58598","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1992","1992","100 g/ha","95745","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1993","1993","100 g/ha","68632","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1994","1994","100 g/ha","78320","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1995","1995","100 g/ha","77146","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1996","1996","100 g/ha","61992","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1997","1997","100 g/ha","74247","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1998","1998","100 g/ha","73094","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","1999","1999","100 g/ha","72856","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2000","2000","100 g/ha","76896","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2001","2001","100 g/ha","73157","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2002","2002","100 g/ha","76474","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2003","2003","100 g/ha","70523","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2004","2004","100 g/ha","82281","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2005","2005","100 g/ha","81628","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2006","2006","100 g/ha","67894","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2007","2007","100 g/ha","103339","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2008","2008","100 g/ha","75624","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2009","2009","100 g/ha","81901","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2010","2010","100 g/ha","81098","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2011","2011","100 g/ha","81317","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2012","2012","100 g/ha","81469","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2013","2013","100 g/ha","81872","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2014","2014","100 g/ha","81580","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2015","2015","100 g/ha","81591","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2016","2016","100 g/ha","81826","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","100 g/ha","82585","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","100 g/ha","79624","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","100 g/ha","80011","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","100 g/ha","80727","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","100 g/ha","80119","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","1997","1997","100 g/ha","396875","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","1998","1998","100 g/ha","150833","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","1999","1999","100 g/ha","448148","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2000","2000","100 g/ha","560494","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2001","2001","100 g/ha","223457","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2002","2002","100 g/ha","112346","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2003","2003","100 g/ha","350000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2004","2004","100 g/ha","414967","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2005","2005","100 g/ha","223855","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2006","2006","100 g/ha","286858","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2007","2007","100 g/ha","228212","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2008","2008","100 g/ha","293203","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2009","2009","100 g/ha","224211","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2010","2010","100 g/ha","195557","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2011","2011","100 g/ha","201176","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2012","2012","100 g/ha","285171","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2013","2013","100 g/ha","258701","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2014","2014","100 g/ha","249053","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2015","2015","100 g/ha","224959","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2016","2016","100 g/ha","161683","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2017","2017","100 g/ha","208333","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","100 g/ha","213864","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","100 g/ha","207777","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","100 g/ha","206756","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","100 g/ha","202979","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1961","1961","100 g/ha","123170","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1962","1962","100 g/ha","122632","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1963","1963","100 g/ha","120148","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1964","1964","100 g/ha","129274","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1965","1965","100 g/ha","103623","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1966","1966","100 g/ha","116753","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1967","1967","100 g/ha","97333","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1968","1968","100 g/ha","97178","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1969","1969","100 g/ha","187723","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1970","1970","100 g/ha","182072","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1971","1971","100 g/ha","146390","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1972","1972","100 g/ha","163805","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1973","1973","100 g/ha","99496","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1974","1974","100 g/ha","150270","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1975","1975","100 g/ha","120465","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1976","1976","100 g/ha","124487","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1977","1977","100 g/ha","104891","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1978","1978","100 g/ha","90828","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1979","1979","100 g/ha","72525","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1980","1980","100 g/ha","94580","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1981","1981","100 g/ha","86615","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1982","1982","100 g/ha","104379","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1983","1983","100 g/ha","120847","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1984","1984","100 g/ha","132134","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1985","1985","100 g/ha","131147","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1986","1986","100 g/ha","163602","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1987","1987","100 g/ha","153754","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1988","1988","100 g/ha","153428","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1989","1989","100 g/ha","162903","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1990","1990","100 g/ha","156548","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1991","1991","100 g/ha","174451","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1992","1992","100 g/ha","194032","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1993","1993","100 g/ha","229770","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1994","1994","100 g/ha","267667","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1995","1995","100 g/ha","245545","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1996","1996","100 g/ha","245545","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1997","1997","100 g/ha","247440","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1998","1998","100 g/ha","230662","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","1999","1999","100 g/ha","168586","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2000","2000","100 g/ha","217535","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2001","2001","100 g/ha","282794","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2002","2002","100 g/ha","199327","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2003","2003","100 g/ha","144112","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2004","2004","100 g/ha","184109","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2005","2005","100 g/ha","148760","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2006","2006","100 g/ha","223800","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2007","2007","100 g/ha","288986","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2008","2008","100 g/ha","244308","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2009","2009","100 g/ha","173273","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2010","2010","100 g/ha","125532","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2011","2011","100 g/ha","191556","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2012","2012","100 g/ha","216887","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2013","2013","100 g/ha","249500","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2014","2014","100 g/ha","192750","A","Official figure"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2015","2015","100 g/ha","172037","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2016","2016","100 g/ha","207491","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2017","2017","100 g/ha","191887","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2018","2018","100 g/ha","191554","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2019","2019","100 g/ha","197147","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2020","2020","100 g/ha","193551","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01359.90","Other fruits, n.e.c.","2021","2021","100 g/ha","194116","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1985","1985","100 g/ha","19985","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1986","1986","100 g/ha","22100","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1987","1987","100 g/ha","21262","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1988","1988","100 g/ha","24662","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1989","1989","100 g/ha","21000","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1990","1990","100 g/ha","19283","I","Imputed value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1991","1991","100 g/ha","23939","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1992","1992","100 g/ha","17976","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1993","1993","100 g/ha","25013","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1994","1994","100 g/ha","20014","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1995","1995","100 g/ha","22231","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1996","1996","100 g/ha","21936","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1997","1997","100 g/ha","24425","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1998","1998","100 g/ha","22561","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1999","1999","100 g/ha","25000","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2000","2000","100 g/ha","26189","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2001","2001","100 g/ha","25941","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2002","2002","100 g/ha","25628","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2003","2003","100 g/ha","26215","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2004","2004","100 g/ha","25871","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2005","2005","100 g/ha","25766","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2006","2006","100 g/ha","25082","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2007","2007","100 g/ha","25565","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2008","2008","100 g/ha","25625","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2009","2009","100 g/ha","23219","E","Estimated value"
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2010","2010","100 g/ha","21893","E","Estimated value"
