Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","1997","1997","t","239151.49","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","1998","1998","ha","133000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","1998","1998","100 g/ha","15038","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","1998","1998","t","200000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","1999","1999","ha","218530","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","1999","1999","100 g/ha","18587","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","1999","1999","t","406190","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2000","2000","ha","149740","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2000","2000","100 g/ha","11087","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2000","2000","t","166010","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2001","2001","ha","236740","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2001","2001","100 g/ha","18590","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2001","2001","t","440100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2002","2002","ha","111290","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2002","2002","100 g/ha","7475","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2002","2002","t","83190","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2003","2003","ha","250910","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2003","2003","100 g/ha","10350","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2003","2003","t","259680","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2004","2004","ha","240790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2004","2004","100 g/ha","14190","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2004","2004","t","341670","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2005","2005","ha","208420","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2005","2005","100 g/ha","14875","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2005","2005","t","310030","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2006","2006","ha","192230","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2006","2006","100 g/ha","12028","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2006","2006","t","231220","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2007","2007","ha","210440","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2007","2007","100 g/ha","18214","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2007","2007","t","383290","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2008","2008","ha","186160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2008","2008","100 g/ha","18128","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2008","2008","t","337470","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2009","2009","ha","107240","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2009","2009","100 g/ha","18769","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2009","2009","t","201280","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2010","2010","ha","146900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2010","2010","100 g/ha","17809","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2010","2010","t","261610","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2011","2011","ha","136790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2011","2011","100 g/ha","15169","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2011","2011","t","207500","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2012","2012","ha","82960","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2012","2012","100 g/ha","8406","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2012","2012","t","69740","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2013","2013","ha","258190","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2013","2013","100 g/ha","16194","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2013","2013","t","418120","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2014","2014","ha","174020","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2014","2014","100 g/ha","17572","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2014","2014","t","305790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2015","2015","ha","169160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2015","2015","100 g/ha","18983","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2015","2015","t","321120","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2016","2016","ha","167140","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2016","2016","100 g/ha","20448","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2016","2016","t","341770","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2017","2017","ha","163090","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2017","2017","100 g/ha","20705","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2017","2017","t","337680","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2018","2018","ha","157830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2018","2018","100 g/ha","16662","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2018","2018","t","262970","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2019","2019","ha","188180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2019","2019","100 g/ha","20016","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2019","2019","t","376660","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2020","2020","ha","205990","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2020","2020","100 g/ha","10540","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2020","2020","t","217110","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","0118","Millet","2021","2021","ha","267900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","0118","Millet","2021","2021","100 g/ha","13017","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","0118","Millet","2021","2021","t","348720","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1961","1961","t","50000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1962","1962","t","55000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1963","1963","t","60000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1964","1964","t","65000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1965","1965","t","70000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1966","1966","t","72000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1967","1967","t","74976","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1968","1968","t","85638","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1969","1969","t","87906","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1970","1970","t","93802","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1971","1971","t","104948","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1972","1972","t","115212","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1973","1973","t","115213","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1974","1974","t","126775","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1975","1975","t","135660","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1976","1976","t","140529","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1977","1977","t","157454","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1978","1978","t","180848","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1979","1979","t","205930","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1980","1980","t","213200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1981","1981","t","212990","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1982","1982","t","234570","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1983","1983","t","222630","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1984","1984","t","254700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1985","1985","t","270200","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1986","1986","t","266700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1987","1987","t","278700","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1988","1988","t","286600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1989","1989","t","302900","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1990","1990","t","324315","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1991","1991","t","338760","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1992","1992","t","352150","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1993","1993","t","340560","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1994","1994","t","354250","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1995","1995","t","352836","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1996","1996","t","352300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1997","1997","t","366810","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1998","1998","t","384540","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","1999","1999","t","387550","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2000","2000","t","383830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2001","2001","t","376980","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2002","2002","t","377080","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2003","2003","t","387601","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2004","2004","t","387601","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2005","2005","t","386984","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2006","2006","t","382541","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2007","2007","t","359630","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2008","2008","t","368591","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2009","2009","t","371844","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2010","2010","t","359469","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2011","2011","t","390902","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2012","2012","t","402904","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2013","2013","t","408157","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2014","2014","t","432100","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2015","2015","t","420853","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2016","2016","t","427925","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2017","2017","t","423360","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2018","2018","t","416050","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2019","2019","t","383960","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2020","2020","t","370300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01270","Mushrooms and truffles","2021","2021","t","343820","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1961","1961","ha","11400","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1961","1961","100 g/ha","9496","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1961","1961","t","10825","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1962","1962","ha","7500","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1962","1962","100 g/ha","9493","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1962","1962","t","7120","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1963","1963","ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1963","1963","100 g/ha","9432","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1963","1963","t","4716","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1964","1964","ha","7000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1964","1964","100 g/ha","9409","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1964","1964","t","6586","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1965","1965","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1965","1965","100 g/ha","9570","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1965","1965","t","5742","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1966","1966","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1966","1966","100 g/ha","9528","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1966","1966","t","5717","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1967","1967","ha","6000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1967","1967","100 g/ha","9465","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1967","1967","t","5679","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1968","1968","ha","5000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1968","1968","100 g/ha","9536","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1968","1968","t","4768","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1969","1969","ha","4800","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1969","1969","100 g/ha","9450","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1969","1969","t","4536","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1970","1970","ha","12300","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1970","1970","100 g/ha","10000","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1970","1970","t","12300","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1971","1971","ha","13800","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1971","1971","100 g/ha","9522","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1971","1971","t","13140","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1972","1972","ha","14700","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1972","1972","100 g/ha","9510","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1972","1972","t","13980","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1973","1973","ha","15600","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1973","1973","100 g/ha","9500","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1973","1973","t","14820","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1974","1974","ha","16400","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1974","1974","100 g/ha","9512","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1974","1974","t","15600","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1975","1975","ha","16700","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1975","1975","100 g/ha","9479","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1975","1975","t","15830","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1976","1976","ha","16800","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1976","1976","100 g/ha","9524","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1976","1976","t","16000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1977","1977","ha","17000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1977","1977","100 g/ha","9518","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1977","1977","t","16180","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1978","1978","ha","17200","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1978","1978","100 g/ha","9506","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1978","1978","t","16350","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1979","1979","ha","15600","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1979","1979","100 g/ha","9487","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1979","1979","t","14800","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1980","1980","ha","14000","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1980","1980","100 g/ha","9471","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1980","1980","t","13260","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1981","1981","ha","12300","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1981","1981","100 g/ha","9520","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1981","1981","t","11710","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1982","1982","ha","10700","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1982","1982","100 g/ha","9495","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1982","1982","t","10160","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1983","1983","ha","11200","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1983","1983","100 g/ha","9482","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1983","1983","t","10620","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1984","1984","ha","11700","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1984","1984","100 g/ha","9470","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1984","1984","t","11080","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1985","1985","ha","12100","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1985","1985","100 g/ha","9537","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1985","1985","t","11540","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1986","1986","ha","12600","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1986","1986","100 g/ha","9524","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1986","1986","t","12000","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1987","1987","ha","8300","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1987","1987","100 g/ha","9470","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1987","1987","t","7860","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1988","1988","ha","8200","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1988","1988","100 g/ha","9500","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1988","1988","t","7790","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1989","1989","ha","8100","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1989","1989","100 g/ha","9543","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1989","1989","t","7730","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1990","1990","ha","8050","E","Estimated value",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1990","1990","100 g/ha","9516","I","Imputed value",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1990","1990","t","7660","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1991","1991","ha","7320","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1991","1991","100 g/ha","10374","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1991","1991","t","7594","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1992","1992","ha","5990","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1992","1992","100 g/ha","10985","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5510","Production","01442","Mustard seed","1992","1992","t","6580","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5312","Area harvested","01442","Mustard seed","1993","1993","ha","6640","A","Official figure",""
"QCL","Crops and livestock products","840","United States of America","5419","Yield","01442","Mustard seed","1993","1993","100 g/ha","8458","A","Official figure",""
