Domain,Area,Element,Item,Year,Value
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1974","338672"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1975","346190"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1976","365934"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1977","357257"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1978","334751"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1979","350336"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1980","332620"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1981","352016"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1982","372628"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1983","355095"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1984","375823"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1985","411401"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1986","423174"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1987","408686"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1988","406086"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1989","404618"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1990","427671"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1991","424200"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1992","432848"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1993","426094"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1994","444620"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1995","439259"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1996","432352"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1997","464552"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1998","440127"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","1999","475517"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2000","483746"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2001","469287"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2002","481101"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2003","495115"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2004","550438"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2005","498664"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2006","492705"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2007","557626"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2008","548514"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2009","560952"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2010","552620"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2011","562600"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2012","545582"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2013","544622"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2014","559495"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2015","631237"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2016","635033"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2017","609542"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2018","623348"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2019","605402"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2020","628986"
"Crops and livestock products","United States of America","Yield","Onions and shallots, dry (excluding dehydrated)","2021","560362"
"Crops and livestock products","United States of America","Yield","Oranges","1961","203086"
"Crops and livestock products","United States of America","Yield","Oranges","1962","231848"
"Crops and livestock products","United States of America","Yield","Oranges","1963","185681"
"Crops and livestock products","United States of America","Yield","Oranges","1964","158616"
"Crops and livestock products","United States of America","Yield","Oranges","1965","194041"
"Crops and livestock products","United States of America","Yield","Oranges","1966","209847"
"Crops and livestock products","United States of America","Yield","Oranges","1967","252018"
"Crops and livestock products","United States of America","Yield","Oranges","1968","163049"
"Crops and livestock products","United States of America","Yield","Oranges","1969","221323"
"Crops and livestock products","United States of America","Yield","Oranges","1970","211422"
"Crops and livestock products","United States of America","Yield","Oranges","1971","208536"
"Crops and livestock products","United States of America","Yield","Oranges","1972","213651"
"Crops and livestock products","United States of America","Yield","Oranges","1973","252295"
"Crops and livestock products","United States of America","Yield","Oranges","1974","243245"
"Crops and livestock products","United States of America","Yield","Oranges","1975","266435"
"Crops and livestock products","United States of America","Yield","Oranges","1976","277384"
"Crops and livestock products","United States of America","Yield","Oranges","1977","282801"
"Crops and livestock products","United States of America","Yield","Oranges","1978","263283"
"Crops and livestock products","United States of America","Yield","Oranges","1979","256294"
"Crops and livestock products","United States of America","Yield","Oranges","1980","329084"
"Crops and livestock products","United States of America","Yield","Oranges","1981","295859"
"Crops and livestock products","United States of America","Yield","Oranges","1982","219253"
"Crops and livestock products","United States of America","Yield","Oranges","1983","284201"
"Crops and livestock products","United States of America","Yield","Oranges","1984","235735"
"Crops and livestock products","United States of America","Yield","Oranges","1985","243868"
"Crops and livestock products","United States of America","Yield","Oranges","1986","298464"
"Crops and livestock products","United States of America","Yield","Oranges","1987","302946"
"Crops and livestock products","United States of America","Yield","Oranges","1988","333643"
"Crops and livestock products","United States of America","Yield","Oranges","1989","340756"
"Crops and livestock products","United States of America","Yield","Oranges","1990","290429"
"Crops and livestock products","United States of America","Yield","Oranges","1991","287158"
"Crops and livestock products","United States of America","Yield","Oranges","1992","312046"
"Crops and livestock products","United States of America","Yield","Oranges","1993","358061"
"Crops and livestock products","United States of America","Yield","Oranges","1994","325234"
"Crops and livestock products","United States of America","Yield","Oranges","1995","332297"
"Crops and livestock products","United States of America","Yield","Oranges","1996","316906"
"Crops and livestock products","United States of America","Yield","Oranges","1997","337258"
"Crops and livestock products","United States of America","Yield","Oranges","1998","370091"
"Crops and livestock products","United States of America","Yield","Oranges","1999","265322"
"Crops and livestock products","United States of America","Yield","Oranges","2000","358412"
"Crops and livestock products","United States of America","Yield","Oranges","2001","336227"
"Crops and livestock products","United States of America","Yield","Oranges","2002","348740"
"Crops and livestock products","United States of America","Yield","Oranges","2003","326896"
"Crops and livestock products","United States of America","Yield","Oranges","2004","378130"
"Crops and livestock products","United States of America","Yield","Oranges","2005","281184"
"Crops and livestock products","United States of America","Yield","Oranges","2006","359361"
"Crops and livestock products","United States of America","Yield","Oranges","2007","252366"
"Crops and livestock products","United States of America","Yield","Oranges","2008","340633"
"Crops and livestock products","United States of America","Yield","Oranges","2009","311781"
"Crops and livestock products","United States of America","Yield","Oranges","2010","287467"
"Crops and livestock products","United States of America","Yield","Oranges","2011","317467"
"Crops and livestock products","United States of America","Yield","Oranges","2012","336472"
"Crops and livestock products","United States of America","Yield","Oranges","2013","305243"
"Crops and livestock products","United States of America","Yield","Oranges","2014","256368"
"Crops and livestock products","United States of America","Yield","Oranges","2015","247290"
"Crops and livestock products","United States of America","Yield","Oranges","2016","247510"
"Crops and livestock products","United States of America","Yield","Oranges","2017","216225"
"Crops and livestock products","United States of America","Yield","Oranges","2018","168816"
"Crops and livestock products","United States of America","Yield","Oranges","2019","238730"
"Crops and livestock products","United States of America","Yield","Oranges","2020","233826"
"Crops and livestock products","United States of America","Yield","Oranges","2021","201373"
"Crops and livestock products","United States of America","Yield","Other beans, green","1961","48340"
"Crops and livestock products","United States of America","Yield","Other beans, green","1962","49198"
"Crops and livestock products","United States of America","Yield","Other beans, green","1963","48797"
"Crops and livestock products","United States of America","Yield","Other beans, green","1964","40138"
"Crops and livestock products","United States of America","Yield","Other beans, green","1965","48648"
"Crops and livestock products","United States of America","Yield","Other beans, green","1966","46192"
"Crops and livestock products","United States of America","Yield","Other beans, green","1967","50913"
"Crops and livestock products","United States of America","Yield","Other beans, green","1968","47389"
"Crops and livestock products","United States of America","Yield","Other beans, green","1969","50495"
"Crops and livestock products","United States of America","Yield","Other beans, green","1970","47265"
"Crops and livestock products","United States of America","Yield","Other beans, green","1971","48023"
"Crops and livestock products","United States of America","Yield","Other beans, green","1972","51432"
"Crops and livestock products","United States of America","Yield","Other beans, green","1973","53449"
"Crops and livestock products","United States of America","Yield","Other beans, green","1974","51235"
"Crops and livestock products","United States of America","Yield","Other beans, green","1975","52805"
"Crops and livestock products","United States of America","Yield","Other beans, green","1976","47185"
"Crops and livestock products","United States of America","Yield","Other beans, green","1977","52040"
"Crops and livestock products","United States of America","Yield","Other beans, green","1978","54380"
"Crops and livestock products","United States of America","Yield","Other beans, green","1979","61156"
"Crops and livestock products","United States of America","Yield","Other beans, green","1980","54053"
"Crops and livestock products","United States of America","Yield","Other beans, green","1981","58285"
"Crops and livestock products","United States of America","Yield","Other beans, green","1982","58128"
"Crops and livestock products","United States of America","Yield","Other beans, green","1983","55072"
"Crops and livestock products","United States of America","Yield","Other beans, green","1984","57895"
"Crops and livestock products","United States of America","Yield","Other beans, green","1985","58000"
"Crops and livestock products","United States of America","Yield","Other beans, green","1986","58095"
"Crops and livestock products","United States of America","Yield","Other beans, green","1987","58000"
"Crops and livestock products","United States of America","Yield","Other beans, green","1988","58919"
"Crops and livestock products","United States of America","Yield","Other beans, green","1989","60947"
"Crops and livestock products","United States of America","Yield","Other beans, green","1990","63448"
"Crops and livestock products","United States of America","Yield","Other beans, green","1991","61073"
"Crops and livestock products","United States of America","Yield","Other beans, green","1992","57314"
"Crops and livestock products","United States of America","Yield","Other beans, green","1993","56995"
"Crops and livestock products","United States of America","Yield","Other beans, green","1994","61076"
"Crops and livestock products","United States of America","Yield","Other beans, green","1995","61323"
"Crops and livestock products","United States of America","Yield","Other beans, green","1996","66231"
"Crops and livestock products","United States of America","Yield","Other beans, green","1997","65946"
"Crops and livestock products","United States of America","Yield","Other beans, green","1998","65155"
"Crops and livestock products","United States of America","Yield","Other beans, green","1999","56311"
"Crops and livestock products","United States of America","Yield","Other beans, green","2000","53643"
"Crops and livestock products","United States of America","Yield","Other beans, green","2001","59423"
"Crops and livestock products","United States of America","Yield","Other beans, green","2002","57173"
"Crops and livestock products","United States of America","Yield","Other beans, green","2003","58921"
"Crops and livestock products","United States of America","Yield","Other beans, green","2004","57696"
"Crops and livestock products","United States of America","Yield","Other beans, green","2005","61172"
"Crops and livestock products","United States of America","Yield","Other beans, green","2006","55454"
"Crops and livestock products","United States of America","Yield","Other beans, green","2007","30258"
"Crops and livestock products","United States of America","Yield","Other beans, green","2008","28786"
"Crops and livestock products","United States of America","Yield","Other beans, green","2009","30989"
"Crops and livestock products","United States of America","Yield","Other beans, green","2010","32877"
"Crops and livestock products","United States of America","Yield","Other beans, green","2011","31766"
"Crops and livestock products","United States of America","Yield","Other beans, green","2012","41585"
"Crops and livestock products","United States of America","Yield","Other beans, green","2013","37669"
"Crops and livestock products","United States of America","Yield","Other beans, green","2014","40712"
"Crops and livestock products","United States of America","Yield","Other beans, green","2015","47282"
"Crops and livestock products","United States of America","Yield","Other beans, green","2016","33480"
"Crops and livestock products","United States of America","Yield","Other beans, green","2017","31221"
"Crops and livestock products","United States of America","Yield","Other beans, green","2018","32175"
"Crops and livestock products","United States of America","Yield","Other beans, green","2019","32657"
"Crops and livestock products","United States of America","Yield","Other beans, green","2020","33562"
"Crops and livestock products","United States of America","Yield","Other beans, green","2021","33849"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1961","65685"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1962","69112"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1963","57756"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1964","65009"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1965","70298"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1966","92496"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1967","67154"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1968","64866"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1969","68365"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1970","75404"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1971","64893"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1972","64356"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1973","32231"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1974","65335"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1975","69355"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1976","79268"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1977","73333"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1978","64972"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1979","51728"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1980","78307"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1981","56310"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1982","61543"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1983","66266"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1984","60632"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1985","69461"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1986","66456"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1987","79272"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1988","81726"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1989","50917"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1990","70747"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1991","58598"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1992","95745"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1993","68632"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1994","78320"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1995","77146"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1996","61992"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1997","74247"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1998","73094"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","1999","72856"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2000","76896"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2001","73157"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2002","76474"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2003","70523"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2004","82281"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2005","81628"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2006","67894"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2007","103339"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2008","75624"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2009","81901"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2010","81098"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2011","81317"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2012","81469"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2013","81872"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2014","81580"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2015","81591"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2016","81826"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2017","82585"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2018","79624"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2019","80011"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2020","80727"
"Crops and livestock products","United States of America","Yield","Other berries and fruits of the genus vaccinium n.e.c.","2021","80119"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","1997","396875"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","1998","150833"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","1999","448148"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2000","560494"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2001","223457"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2002","112346"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2003","350000"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2004","414967"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2005","223855"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2006","286858"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2007","228212"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2008","293203"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2009","224211"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2010","195557"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2011","201176"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2012","285171"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2013","258701"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2014","249053"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2015","224959"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2016","161683"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2017","208333"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2018","213864"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2019","207777"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2020","206756"
"Crops and livestock products","United States of America","Yield","Other citrus fruit, n.e.c.","2021","202979"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1961","123170"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1962","122632"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1963","120148"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1964","129274"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1965","103623"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1966","116753"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1967","97333"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1968","97178"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1969","187723"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1970","182072"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1971","146390"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1972","163805"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1973","99496"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1974","150270"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1975","120465"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1976","124487"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1977","104891"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1978","90828"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1979","72525"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1980","94580"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1981","86615"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1982","104379"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1983","120847"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1984","132134"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1985","131147"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1986","163602"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1987","153754"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1988","153428"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1989","162903"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1990","156548"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1991","174451"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1992","194032"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1993","229770"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1994","267667"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1995","245545"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1996","245545"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1997","247440"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1998","230662"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","1999","168586"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2000","217535"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2001","282794"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2002","199327"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2003","144112"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2004","184109"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2005","148760"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2006","223800"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2007","288986"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2008","244308"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2009","173273"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2010","125532"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2011","191556"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2012","216887"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2013","249500"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2014","192750"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2015","172037"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2016","207491"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2017","191887"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2018","191554"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2019","197147"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2020","193551"
"Crops and livestock products","United States of America","Yield","Other fruits, n.e.c.","2021","194116"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1985","19985"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1986","22100"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1987","21262"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1988","24662"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1989","21000"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1990","19283"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1991","23939"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1992","17976"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1993","25013"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1994","20014"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1995","22231"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1996","21936"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1997","24425"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1998","22561"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","1999","25000"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2000","26189"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2001","25941"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2002","25628"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2003","26215"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2004","25871"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2005","25766"
"Crops and livestock products","United States of America","Yield","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2006","25082"
